Classification Name,Classification Code,Series Name,Series Code,Country Name,Country Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Brunei Darussalam,BRN,0.098,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Bulgaria,BGR,0.126,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Burkina Faso,BFA,0.04,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Burundi,BDI,0.058,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Cabo Verde,CPV,0.084,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Cambodia,KHM,0.117,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Cameroon,CMR,0.055,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Canada,CAN,0.108,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Cayman Islands,CYM,0.088,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Central African Republic,CAF,0.041,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Chad,TCD,0.066,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Chile,CHL,0.085,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,China,CHN,0.109,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Colombia,COL,0.092,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Comoros,COM,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,"Congo, Dem. Rep.",COD,0.047,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,"Congo, Rep.",COG,0.067,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Costa Rica,CRI,0.104,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Côte d'Ivoire,CIV,0.046,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Croatia,HRV,0.133,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Curacao,CUW,0.103,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Cyprus,CYP,0.098,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Czech Republic,CZE,0.13,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Denmark,DNK,0.111,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Djibouti,DJI,0.059,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Dominica,DMA,0.091,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Dominican Republic,DOM,0.103,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,East Asia & Pacific,EAS,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Ecuador,ECU,0.122,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,"Egypt, Arab Rep.",EGY,0.111,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,El Salvador,SLV,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Equatorial Guinea,GNQ,0.066,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Estonia,EST,0.215,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Eswatini,SWZ,0.1,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Ethiopia,ETH,0.087,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Europe & Central Asia,ECS,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Fiji,FJI,0.055,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Finland,FIN,0.16,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,France,FRA,0.094,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Gabon,GAB,0.066,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,"Gambia, The",GMB,0.048,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Germany,DEU,0.108,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Ghana,GHA,0.046,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Greece,GRC,0.135,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Grenada,GRD,0.128,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Guinea,GIN,0.051,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Guinea-Bissau,GNB,0.022,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Guyana,GUY,0.144,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Haiti,HTI,0.089,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,High income,HIC,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Honduras,HND,0.068,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,"Hong Kong SAR, China",HKG,0.083,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Hungary,HUN,0.127,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Iceland,ISL,0.125,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,India,IND,0.103,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Indonesia,IDN,0.104,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,"Iran, Islamic Rep.",IRN,0.191,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Iraq,IRQ,0.084,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Ireland,IRL,0.119,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Israel,ISR,0.089,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Italy,ITA,0.092,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Jamaica,JAM,0.076,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Japan,JPN,0.092,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Jordan,JOR,0.095,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Kazakhstan,KAZ,0.195,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Kenya,KEN,0.076,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,"Korea, Rep.",KOR,0.077,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Kuwait,KWT,0.1,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Kyrgyz Republic,KGZ,0.189,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Lao PDR,LAO,0.104,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Latin America & Caribbean,LCN,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Latvia,LVA,0.101,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Lesotho,LSO,0.096,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Liberia,LBR,0.057,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Lithuania,LTU,0.114,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Low income,LIC,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Lower middle income,LMC,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Luxembourg,LUX,0.112,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Madagascar,MDG,0.11,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Malawi,MWI,0.048,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Malaysia,MYS,0.091,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Maldives,MDV,0.114,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Mali,MLI,0.046,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Malta,MLT,0.129,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Mauritania,MRT,0.056,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Mauritius,MUS,0.089,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Mexico,MEX,0.117,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Middle East & North Africa,MEA,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Moldova,MDA,0.146,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Mongolia,MNG,0.103,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Montenegro,MNE,0.108,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Montserrat,MSR,0.095,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Morocco,MAR,0.132,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Mozambique,MOZ,0.069,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Myanmar,MMR,0.099,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Namibia,NAM,0.059,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Nepal,NPL,0.082,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Netherlands,NLD,0.093,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,New Zealand,NZL,0.112,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Nicaragua,NIC,0.104,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Niger,NER,0.033,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Nigeria,NGA,0.065,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,North America,NAC,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,North Macedonia,MKD,0.105,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Norway,NOR,0.077,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Oman,OMN,0.125,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Pakistan,PAK,0.1,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Panama,PAN,0.072,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Paraguay,PRY,0.241,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Peru,PER,0.113,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Philippines,PHL,0.083,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Poland,POL,0.13,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Portugal,PRT,0.109,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Qatar,QAT,0.131,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Romania,ROU,0.12,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Russian Federation,RUS,0.061,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Rwanda,RWA,0.052,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Sao Tome and Principe,STP,0.119,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Saudi Arabia,SAU,0.088,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Senegal,SEN,0.057,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Serbia,SRB,0.15,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Seychelles,SYC,0.218,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Sierra Leone,SLE,0.09,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Singapore,SGP,0.117,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Sint Maarten (Dutch part),SXM,0.074,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Slovak Republic,SVK,0.103,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Slovenia,SVN,0.124,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,South Africa,ZAF,0.208,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,South Asia,SAS,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Spain,ESP,0.078,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Sri Lanka,LKA,0.052,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,St. Kitts and Nevis,KNA,0.111,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,St. Lucia,LCA,0.102,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,St. Vincent and the Grenadines,VCT,0.146,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Sub-Saharan Africa,SSF,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Sudan,SDN,0.139,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Suriname,SUR,0.157,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Sweden,SWE,0.112,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Switzerland,CHE,0.099,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,"Taiwan, China",TWN,0.119,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Tajikistan,TJK,0.145,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Tanzania,TZA,0.08,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Thailand,THA,0.123,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Togo,TGO,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Trinidad and Tobago,TTO,0.092,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Tunisia,TUN,0.139,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Türkiye,TUR,0.094,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Turks and Caicos Islands,TCA,0.105,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Uganda,UGA,0.071,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,United Arab Emirates,ARE,0.098,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,United Kingdom,GBR,0.107,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,United States,USA,0.088,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Upper middle income,UMC,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Uruguay,URY,0.158,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Vietnam,VNM,0.085,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,West Bank and Gaza,PSE,0.056,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,WORLD,WLD,..,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Zambia,ZMB,0.075,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,Zimbabwe,ZWE,0.095,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Albania,ALB,0.023,..,..,..,..
Food Prices for Nutrition 1.0,FPN 1.0,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Algeria,DZA,0.035,..,..,..,..
